   368             CCL_RF:Cav02:Rg52     59.53362     119.891  
   369             CCL_RF:Cav02:Rg53     59.61966     120.143  
   370             CCL_RF:Cav02:Rg54     59.70571     120.395  
   371             CCL_RF:Cav02:Rg55     59.79176     120.646  
   372             CCL_RF:Cav02:Rg56     59.87780     120.895  
   373             CCL_RF:Cav02:Rg57     60.39594     121.145  
   374             CCL_RF:Cav02:Rg58     60.48258     121.398  
   375             CCL_RF:Cav02:Rg59     60.56923     121.651  
   376             CCL_RF:Cav02:Rg60     60.65587     121.905  
   377             CCL_RF:Cav02:Rg61     60.74252     122.159  
   378             CCL_RF:Cav02:Rg62     60.82916     122.412  
   379             CCL_RF:Cav02:Rg63     60.91581     122.665  
   380             CCL_RF:Cav02:Rg64     61.00245     122.916  
   381             CCL_RF:Cav02:Rg65     61.52417     123.167  
   382             CCL_RF:Cav02:Rg66     61.61141     123.422  
   383             CCL_RF:Cav02:Rg67     61.69865     123.677  
   384             CCL_RF:Cav02:Rg68     61.78589     123.932  
   385             CCL_RF:Cav02:Rg69     61.87313     124.188  
   386             CCL_RF:Cav02:Rg70     61.96037     124.443  
   387             CCL_RF:Cav02:Rg71     62.04761     124.697  
   388             CCL_RF:Cav02:Rg72     62.13485     124.950  
   389             CCL_RF:Cav02:Rg73     62.66013     125.203  
   390             CCL_RF:Cav02:Rg74     62.74796     125.459  
   391             CCL_RF:Cav02:Rg75     62.83580     125.716  
   392             CCL_RF:Cav02:Rg76     62.92363     125.973  
   393             CCL_RF:Cav02:Rg77     63.01146     126.230  
   394             CCL_RF:Cav02:Rg78     63.09929     126.487  
   395             CCL_RF:Cav02:Rg79     63.18713     126.742  
   396             CCL_RF:Cav02:Rg80     63.27496     126.997  
   397             CCL_RF:Cav02:Rg81     63.80378     127.252  
   398             CCL_RF:Cav02:Rg82     63.89220     127.510  
   399             CCL_RF:Cav02:Rg83     63.98062     127.768  
   400             CCL_RF:Cav02:Rg84     64.06904     128.027  
