pos[m] eKin rmsX rmsXp rmsY rmsYp rmsZ rmsdp_p  rmsZp phase time eKin x xp y yp z dp_p zp phase0 time0 eKin0 
+1.124028e+002    248.519440  +1.895125e-003 +4.993622e-004 +1.424361e-003 +3.115372e-004 +1.335084e-003 +3.440354e-004 +2.151344e-004 +1.054216e+000 +7.275473e-012 +1.531104e-001 -8.154250e-006 -1.760381e-006 +9.363973e-006 +2.270730e-006 -1.565373e-004 +1.123536e-004 +7.025765e-005 +1.236058e-001 +8.530421e-013 +5.000213e-002 
+1.124531e+002    248.560111  +1.917897e-003 +4.917883e-004 +1.423780e-003 +3.115867e-004 +1.331997e-003 +3.620118e-004 +2.263600e-004 +1.051719e+000 +7.258238e-012 +1.611346e-001 -8.242409e-006 -1.697983e-006 +9.477946e-006 +2.206752e-006 -1.529307e-004 +1.195239e-004 +7.473632e-005 +1.207510e-001 +8.333404e-013 +5.320112e-002 
+1.125034e+002    249.774712  +1.939839e-003 +4.931588e-004 +1.422779e-003 +3.106165e-004 +1.329252e-003 +3.717664e-004 +2.319847e-004 +1.047767e+000 +7.230968e-012 +1.662100e-001 -8.325837e-006 -1.695766e-006 +9.586385e-006 +2.192817e-006 -1.493765e-004 +1.210128e-004 +7.551282e-005 +1.177443e-001 +8.125898e-013 +5.410266e-002 
+1.125537e+002    250.095763  +1.963694e-003 +5.280421e-004 +1.423385e-003 +3.106393e-004 +1.325364e-003 +3.661323e-004 +2.283456e-004 +1.044235e+000 +7.206592e-012 +1.638820e-001 -8.416300e-006 -1.826977e-006 +9.702857e-006 +2.359475e-006 -1.457206e-004 +1.195361e-004 +7.455103e-005 +1.148111e-001 +7.923473e-013 +5.350473e-002 
+1.126040e+002    251.061263  +1.987245e-003 +5.049179e-004 +1.423968e-003 +3.090938e-004 +1.321638e-003 +3.882484e-004 +2.417462e-004 +1.039904e+000 +7.176698e-012 +1.743897e-001 -8.503748e-006 -1.704617e-006 +9.816405e-006 +2.213344e-006 -1.420791e-004 +1.241190e-004 +7.728374e-005 +1.117920e-001 +7.715111e-013 +5.575058e-002 
+1.126543e+002    251.711161  +2.011830e-003 +5.536164e-004 +1.425501e-003 +3.122504e-004 +1.317317e-003 +3.744710e-004 +2.329131e-004 +1.035571e+000 +7.146801e-012 +1.685961e-001 -8.594712e-006 -1.906054e-006 +9.933674e-006 +2.451855e-006 -1.384085e-004 +1.204022e-004 +7.488767e-005 +1.088059e-001 +7.509036e-013 +5.420807e-002 
+1.127045e+002    252.318790  +2.037176e-003 +5.271586e-004 +1.427770e-003 +3.090385e-004 +1.312523e-003 +4.025324e-004 +2.501115e-004 +1.030939e+000 +7.114830e-012 +1.816267e-001 -8.687118e-006 -1.760764e-006 +1.005330e-005 +2.289077e-006 -1.346832e-004 +1.258457e-004 +7.819357e-005 +1.057887e-001 +7.300808e-013 +5.678284e-002 
+1.127548e+002    253.334167  +2.062519e-003 +5.693925e-004 +1.430248e-003 +3.141063e-004 +1.307710e-003 +3.907559e-004 +2.423810e-004 +1.025727e+000 +7.078861e-012 +1.769561e-001 -8.778674e-006 -1.940331e-006 +1.017157e-005 +2.491628e-006 -1.309889e-004 +1.226050e-004 +7.605033e-005 +1.027436e-001 +7.090653e-013 +5.552238e-002 
+1.128051e+002    253.628729  +2.089669e-003 +5.589036e-004 +1.434176e-003 +3.121206e-004 +1.301823e-003 +4.141408e-004 +2.567595e-004 +1.020697e+000 +7.044151e-012 +1.877437e-001 -8.876252e-006 -1.859643e-006 +1.029737e-005 +2.413535e-006 -1.271903e-004 +1.267413e-004 +7.857722e-005 +9.972383e-002 +6.882252e-013 +5.745604e-002 
+1.128554e+002    254.876675  +2.115980e-003 +5.777213e-004 +1.437734e-003 +3.151567e-004 +1.296297e-003 +4.162886e-004 +2.575520e-004 +1.014637e+000 +7.002328e-012 +1.895587e-001 -8.969232e-006 -1.938487e-006 +1.041774e-005 +2.492494e-006 -1.234589e-004 +1.254837e-004 +7.763500e-005 +9.663371e-002 +6.668993e-013 +5.713949e-002 
+1.129057e+002    255.072236  +2.144702e-003 +6.002749e-004 +1.443134e-003 +3.200417e-004 +1.289434e-003 +4.235987e-004 +2.619888e-004 +1.008998e+000 +6.963406e-012 +1.930215e-001 -9.071155e-006 -2.003266e-006 +1.054866e-005 +2.586266e-006 -1.196223e-004 +1.267058e-004 +7.836542e-005 +9.360591e-002 +6.460035e-013 +5.773608e-002 
+1.129559e+002    256.217330  +2.172711e-003 +5.923331e-004 +1.448252e-003 +3.179749e-004 +1.282857e-003 +4.457832e-004 +2.751816e-004 +1.002296e+000 +6.917159e-012 +2.039561e-001 -9.168707e-006 -1.961828e-006 +1.067476e-005 +2.526101e-006 -1.158222e-004 +1.286218e-004 +7.939816e-005 +9.049196e-002 +6.245132e-013 +5.884746e-002 
+1.130062e+002    256.614463  +2.202722e-003 +6.432814e-004 +1.454906e-003 +3.318388e-004 +1.275208e-003 +4.374836e-004 +2.698789e-004 +9.957871e-001 +6.872237e-012 +2.004399e-001 -9.273874e-006 -2.157133e-006 +1.080947e-005 +2.765756e-006 -1.119637e-004 +1.270163e-004 +7.835502e-005 +8.743047e-002 +6.033849e-013 +5.819450e-002 
+1.130565e+002    257.435594  +2.232883e-003 +6.146450e-004 +1.461851e-003 +3.234653e-004 +1.267343e-003 +4.742948e-004 +2.921860e-004 +9.885547e-001 +6.822323e-012 +2.179349e-001 -9.378063e-006 -2.017465e-006 +1.094361e-005 +2.599242e-006 -1.080882e-004 +1.309116e-004 +8.064721e-005 +8.431106e-002 +5.818569e-013 +6.015294e-002 
+1.131068e+002    258.420068  +2.263259e-003 +6.501204e-004 +1.469141e-003 +3.342353e-004 +1.259462e-003 +4.479841e-004 +2.755240e-004 +9.811145e-001 +6.770977e-012 +2.065579e-001 -9.482720e-006 -2.165378e-006 +1.107768e-005 +2.762015e-006 -1.042560e-004 +1.264260e-004 +7.775587e-005 +8.121492e-002 +5.604895e-013 +5.829289e-002 
+1.131571e+002    258.363147  +2.295145e-003 +6.582494e-004 +1.477598e-003 +3.372292e-004 +1.251367e-003 +4.277465e-004 +2.631023e-004 +9.748826e-001 +6.727968e-012 +1.971874e-001 -9.592776e-006 -2.181589e-006 +1.121796e-005 +2.782464e-006 -1.004058e-004 +1.240676e-004 +7.631261e-005 +7.822156e-002 +5.398313e-013 +5.719406e-002 
+1.132074e+002    258.272223  +2.326961e-003 +6.544787e-004 +1.486180e-003 +3.363364e-004 +1.243797e-003 +4.256338e-004 +2.618425e-004 +9.691024e-001 +6.688078e-012 +1.961509e-001 -9.701632e-006 -2.153763e-006 +1.135672e-005 +2.743672e-006 -9.657451e-005 +1.241641e-004 +7.638360e-005 +7.524590e-002 +5.192954e-013 +5.722032e-002 
+1.132576e+002    258.266588  +2.358771e-003 +6.562222e-004 +1.494929e-003 +3.372986e-004 +1.236535e-003 +4.243926e-004 +2.610814e-004 +9.634516e-001 +6.649079e-012 +1.955751e-001 -9.809821e-006 -2.151555e-006 +1.149431e-005 +2.733253e-006 -9.274921e-005 +1.242651e-004 +7.644642e-005 +7.226597e-002 +4.987300e-013 +5.726571e-002 
+1.133094e+002    258.267527  +2.391992e-003 +6.589855e-004 +1.504724e-003 +3.386861e-004 +1.229693e-003 +4.226485e-004 +2.600080e-004 +9.581197e-001 +6.612282e-012 +1.947720e-001 -9.921425e-006 -2.153756e-006 +1.163503e-005 +2.727752e-006 -8.881057e-005 +1.242715e-004 +7.645025e-005 +6.919707e-002 +4.775505e-013 +5.726887e-002 
+1.133600e+002    258.267527  +2.425145e-003 +6.614022e-004 +1.515480e-003 +3.400468e-004 +1.224002e-003 +4.211978e-004 +2.591156e-004 +9.536851e-001 +6.581678e-012 +1.941034e-001 -1.003078e-005 -2.155490e-006 +1.177101e-005 +2.721546e-006 -8.496447e-005 +1.242745e-004 +7.645209e-005 +6.620037e-002 +4.568693e-013 +5.727025e-002 
+1.134105e+002    258.267527  +2.458298e-003 +6.638190e-004 +1.526235e-003 +3.414075e-004 +1.218310e-003 +4.197471e-004 +2.582231e-004 +9.492505e-001 +6.551073e-012 +1.934349e-001 -1.014013e-005 -2.157223e-006 +1.190698e-005 +2.715341e-006 -8.111836e-005 +1.242775e-004 +7.645393e-005 +6.320366e-002 +4.361881e-013 +5.727163e-002 
+1.134611e+002    258.267527  +2.491451e-003 +6.662357e-004 +1.536991e-003 +3.427682e-004 +1.212618e-003 +4.182965e-004 +2.573307e-004 +9.448159e-001 +6.520469e-012 +1.927664e-001 -1.024949e-005 -2.158957e-006 +1.204295e-005 +2.709135e-006 -7.727226e-005 +1.242805e-004 +7.645578e-005 +6.020696e-002 +4.155069e-013 +5.727301e-002 
+1.135116e+002    258.267527  +2.524604e-003 +6.686525e-004 +1.547747e-003 +3.441289e-004 +1.206927e-003 +4.168458e-004 +2.564383e-004 +9.403814e-001 +6.489865e-012 +1.920979e-001 -1.035884e-005 -2.160690e-006 +1.217892e-005 +2.702929e-006 -7.342616e-005 +1.242835e-004 +7.645763e-005 +5.721025e-002 +3.948258e-013 +5.727440e-002 
+1.135621e+002    258.267527  +2.557757e-003 +6.710692e-004 +1.558502e-003 +3.454896e-004 +1.201235e-003 +4.153951e-004 +2.555458e-004 +9.359468e-001 +6.459260e-012 +1.914293e-001 -1.046819e-005 -2.162423e-006 +1.231489e-005 +2.696723e-006 -6.958006e-005 +1.242865e-004 +7.645948e-005 +5.421355e-002 +3.741446e-013 +5.727578e-002 
+1.136127e+002    258.267527  +2.590910e-003 +6.734859e-004 +1.569258e-003 +3.468503e-004 +1.195544e-003 +4.139444e-004 +2.546534e-004 +9.315122e-001 +6.428656e-012 +1.907608e-001 -1.057754e-005 -2.164157e-006 +1.245086e-005 +2.690517e-006 -6.573396e-005 +1.242895e-004 +7.646132e-005 +5.121684e-002 +3.534634e-013 +5.727716e-002 
+1.136632e+002    258.267527  +2.624063e-003 +6.759027e-004 +1.580013e-003 +3.482110e-004 +1.189852e-003 +4.124937e-004 +2.537609e-004 +9.270776e-001 +6.398051e-012 +1.900923e-001 -1.068690e-005 -2.165890e-006 +1.258684e-005 +2.684311e-006 -6.188785e-005 +1.242925e-004 +7.646316e-005 +4.822014e-002 +3.327822e-013 +5.727855e-002 
+1.137138e+002    258.267527  +2.657216e-003 +6.783194e-004 +1.590769e-003 +3.495717e-004 +1.184161e-003 +4.110431e-004 +2.528685e-004 +9.226431e-001 +6.367447e-012 +1.894238e-001 -1.079625e-005 -2.167624e-006 +1.272281e-005 +2.678105e-006 -5.804175e-005 +1.242955e-004 +7.646501e-005 +4.522344e-002 +3.121010e-013 +5.727993e-002 
+1.137643e+002    258.267527  +2.690369e-003 +6.807362e-004 +1.601524e-003 +3.509324e-004 +1.178469e-003 +4.095924e-004 +2.519761e-004 +9.182086e-001 +6.336843e-012 +1.887552e-001 -1.090560e-005 -2.169357e-006 +1.285878e-005 +2.671900e-006 -5.419565e-005 +1.242985e-004 +7.646685e-005 +4.222673e-002 +2.914198e-013 +5.728131e-002 
+1.138149e+002    258.267527  +2.723522e-003 +6.831529e-004 +1.612280e-003 +3.522931e-004 +1.172778e-003 +4.081417e-004 +2.510836e-004 +9.137740e-001 +6.306239e-012 +1.880867e-001 -1.101496e-005 -2.171091e-006 +1.299475e-005 +2.665694e-006 -5.034955e-005 +1.243015e-004 +7.646870e-005 +3.923003e-002 +2.707386e-013 +5.728269e-002 
+1.138654e+002    258.267527  +2.756675e-003 +6.855697e-004 +1.623036e-003 +3.536538e-004 +1.167086e-003 +4.066910e-004 +2.501912e-004 +9.093394e-001 +6.275634e-012 +1.874182e-001 -1.112431e-005 -2.172824e-006 +1.313072e-005 +2.659488e-006 -4.650345e-005 +1.243045e-004 +7.647054e-005 +3.623332e-002 +2.500574e-013 +5.728407e-002 
+1.139160e+002    258.267527  +2.789828e-003 +6.879864e-004 +1.633791e-003 +3.550145e-004 +1.161395e-003 +4.052404e-004 +2.492988e-004 +9.049048e-001 +6.245029e-012 +1.867497e-001 -1.123366e-005 -2.174557e-006 +1.326669e-005 +2.653282e-006 -4.265735e-005 +1.243075e-004 +7.647238e-005 +3.323662e-002 +2.293763e-013 +5.728546e-002 
+1.139664e+002    258.267527  +2.796580e-003 +7.391789e-004 +1.662050e-003 +4.401881e-004 +1.156726e-003 +4.041081e-004 +2.486022e-004 +9.012673e-001 +6.219926e-012 +1.862279e-001 -1.123515e-005 -1.613923e-006 +1.353485e-005 +3.377714e-006 -3.883387e-005 +1.243092e-004 +7.647343e-005 +3.025755e-002 +2.088167e-013 +5.728624e-002 
+1.140168e+002    258.267527  +2.776931e-003 +8.391468e-004 +1.707811e-003 +6.091746e-004 +1.153081e-003 +4.032943e-004 +2.481015e-004 +8.984270e-001 +6.200325e-012 +1.858528e-001 -1.112876e-005 -4.909217e-007 +1.393519e-005 +4.832785e-006 -3.503303e-005 +1.243096e-004 +7.647367e-005 +2.729610e-002 +1.883789e-013 +5.728642e-002 
+1.140671e+002    258.267527  +2.757282e-003 +9.391149e-004 +1.753573e-003 +7.781612e-004 +1.149436e-003 +4.024804e-004 +2.476008e-004 +8.955867e-001 +6.180723e-012 +1.854778e-001 -1.102237e-005 +6.320798e-007 +1.433553e-005 +6.287856e-006 -3.123218e-005 +1.243100e-004 +7.647391e-005 +2.433466e-002 +1.679411e-013 +5.728661e-002 
+1.141175e+002    258.267527  +2.737633e-003 +1.039083e-003 +1.799334e-003 +9.471477e-004 +1.145790e-003 +4.016665e-004 +2.471002e-004 +8.927464e-001 +6.161121e-012 +1.851027e-001 -1.091598e-005 +1.755081e-006 +1.473587e-005 +7.742927e-006 -2.743134e-005 +1.243104e-004 +7.647416e-005 +2.137322e-002 +1.475033e-013 +5.728679e-002 
+1.141679e+002    258.267527  +2.717984e-003 +1.139051e-003 +1.845096e-003 +1.116134e-003 +1.142145e-003 +4.008527e-004 +2.465995e-004 +8.899061e-001 +6.141519e-012 +1.847277e-001 -1.080960e-005 +2.878083e-006 +1.513621e-005 +9.197998e-006 -2.363050e-005 +1.243108e-004 +7.647440e-005 +1.841178e-002 +1.270655e-013 +5.728697e-002 
+1.142182e+002    258.267527  +2.698334e-003 +1.239019e-003 +1.890857e-003 +1.285121e-003 +1.138499e-003 +4.000388e-004 +2.460988e-004 +8.870658e-001 +6.121917e-012 +1.843526e-001 -1.070321e-005 +4.001085e-006 +1.553655e-005 +1.065307e-005 -1.982965e-005 +1.243111e-004 +7.647465e-005 +1.545034e-002 +1.066276e-013 +5.728716e-002 
+1.142686e+002    258.267527  +2.678685e-003 +1.338987e-003 +1.936618e-003 +1.454107e-003 +1.134854e-003 +3.992250e-004 +2.455982e-004 +8.842255e-001 +6.102315e-012 +1.839776e-001 -1.059682e-005 +5.124086e-006 +1.593688e-005 +1.210814e-005 -1.602881e-005 +1.243115e-004 +7.647489e-005 +1.248890e-002 +8.618981e-014 +5.728734e-002 
+1.143190e+002    258.267527  +2.659036e-003 +1.438955e-003 +1.982380e-003 +1.623094e-003 +1.131209e-003 +3.984111e-004 +2.450975e-004 +8.813852e-001 +6.082714e-012 +1.836025e-001 -1.049044e-005 +6.247088e-006 +1.633722e-005 +1.356321e-005 -1.222797e-005 +1.243119e-004 +7.647514e-005 +9.527462e-003 +6.575198e-014 +5.728752e-002 
+1.143693e+002    258.267527  +2.589889e-003 +1.441506e-003 +2.062853e-003 +1.632711e-003 +1.129639e-003 +3.979904e-004 +2.448387e-004 +8.801623e-001 +6.074274e-012 +1.834086e-001 -1.018379e-005 +6.295299e-006 +1.700860e-005 +1.362391e-005 -8.499303e-006 +1.243110e-004 +7.647455e-005 +6.622261e-003 +4.570229e-014 +5.728708e-002 
+1.144196e+002    258.267527  +2.518385e-003 +1.439419e-003 +2.144978e-003 +1.634738e-003 +1.128169e-003 +3.975884e-004 +2.445913e-004 +8.790165e-001 +6.066367e-012 +1.832234e-001 -9.867608e-006 +6.292331e-006 +1.769288e-005 +1.361820e-005 -4.774076e-006 +1.243100e-004 +7.647392e-005 +3.719738e-003 +2.567107e-014 +5.728661e-002 
+1.144699e+002    258.267527  +2.446881e-003 +1.437331e-003 +2.227104e-003 +1.636766e-003 +1.126698e-003 +3.971864e-004 +2.443441e-004 +8.778707e-001 +6.058459e-012 +1.830381e-001 -9.551426e-006 +6.289362e-006 +1.837716e-005 +1.361250e-005 -1.048849e-006 +1.243090e-004 +7.647330e-005 +8.172143e-004 +5.639850e-015 +5.728615e-002 
+1.145202e+002    258.267527  +2.375376e-003 +1.435244e-003 +2.309229e-003 +1.638794e-003 +1.125227e-003 +3.967844e-004 +2.440968e-004 +8.767249e-001 +6.050551e-012 +1.828529e-001 -9.235244e-006 +6.286394e-006 +1.906145e-005 +1.360679e-005 +2.676378e-006 +1.243079e-004 +7.647268e-005 +2.085309e-003 +1.439137e-014 +5.728568e-002 
+1.145706e+002    258.267527  +2.303872e-003 +1.433156e-003 +2.391355e-003 +1.640822e-003 +1.123757e-003 +3.963824e-004 +2.438494e-004 +8.755790e-001 +6.042643e-012 +1.826676e-001 -8.919063e-006 +6.283425e-006 +1.974573e-005 +1.360109e-005 +6.401605e-006 +1.243069e-004 +7.647205e-005 +4.987833e-003 +3.442259e-014 +5.728521e-002 
+1.146209e+002    258.267527  +2.232368e-003 +1.431069e-003 +2.473481e-003 +1.642849e-003 +1.122286e-003 +3.959804e-004 +2.436022e-004 +8.744332e-001 +6.034736e-012 +1.824824e-001 -8.602880e-006 +6.280457e-006 +2.043001e-005 +1.359539e-005 +1.012683e-005 +1.243059e-004 +7.647142e-005 +7.890356e-003 +5.445380e-014 +5.728474e-002 
+1.146712e+002    258.267527  +2.160863e-003 +1.428981e-003 +2.555606e-003 +1.644877e-003 +1.120816e-003 +3.955784e-004 +2.433549e-004 +8.732873e-001 +6.026828e-012 +1.822971e-001 -8.286698e-006 +6.277488e-006 +2.111430e-005 +1.358968e-005 +1.385206e-005 +1.243049e-004 +7.647080e-005 +1.079288e-002 +7.448502e-014 +5.728427e-002 
+1.147215e+002    258.267527  +2.089359e-003 +1.426894e-003 +2.637732e-003 +1.646905e-003 +1.119345e-003 +3.951764e-004 +2.431076e-004 +8.721416e-001 +6.018920e-012 +1.821118e-001 -7.970517e-006 +6.274519e-006 +2.179858e-005 +1.358398e-005 +1.757729e-005 +1.243039e-004 +7.647017e-005 +1.369540e-002 +9.451624e-014 +5.728380e-002 
+1.147719e+002    258.267527  +2.017855e-003 +1.424806e-003 +2.719858e-003 +1.648933e-003 +1.117874e-003 +3.947744e-004 +2.428602e-004 +8.709957e-001 +6.011012e-012 +1.819266e-001 -7.654335e-006 +6.271551e-006 +2.248286e-005 +1.357827e-005 +2.130251e-005 +1.243029e-004 +7.646956e-005 +1.659793e-002 +1.145475e-013 +5.728333e-002 
+1.148222e+002    258.267527  +1.946351e-003 +1.422719e-003 +2.801983e-003 +1.650961e-003 +1.116404e-003 +3.943724e-004 +2.426130e-004 +8.698499e-001 +6.003105e-012 +1.817413e-001 -7.338152e-006 +6.268582e-006 +2.316714e-005 +1.357257e-005 +2.502774e-005 +1.243018e-004 +7.646893e-005 +1.950045e-002 +1.345787e-013 +5.728286e-002 
+1.148725e+002    258.267527  +1.886051e-003 +1.372317e-003 +2.866241e-003 +1.610240e-003 +1.115524e-003 +3.941213e-004 +2.424585e-004 +8.691646e-001 +5.998375e-012 +1.816256e-001 -7.061974e-006 +6.064651e-006 +2.370001e-005 +1.276490e-005 +2.877788e-005 +1.243000e-004 +7.646782e-005 +2.242239e-002 +1.547439e-013 +5.728203e-002 
+1.149229e+002    258.267527  +1.849762e-003 +1.218383e-003 +2.892210e-003 +1.477915e-003 +1.115911e-003 +3.941935e-004 +2.425029e-004 +8.694662e-001 +6.000457e-012 +1.816589e-001 -6.871516e-006 +5.430086e-006 +2.390842e-005 +1.023871e-005 +3.258141e-005 +1.242966e-004 +7.646568e-005 +2.538592e-002 +1.751961e-013 +5.728043e-002 
+1.149732e+002    258.267527  +1.813473e-003 +1.064449e-003 +2.918179e-003 +1.345590e-003 +1.116298e-003 +3.942657e-004 +2.425473e-004 +8.697678e-001 +6.002538e-012 +1.816921e-001 -6.681058e-006 +4.795520e-006 +2.411682e-005 +7.712533e-006 +3.638494e-005 +1.242931e-004 +7.646354e-005 +2.834946e-002 +1.956484e-013 +5.727883e-002 
+1.150236e+002    258.267527  +1.777184e-003 +9.105152e-004 +2.944148e-003 +1.213265e-003 +1.116686e-003 +3.943378e-004 +2.425917e-004 +8.700695e-001 +6.004620e-012 +1.817254e-001 -6.490599e-006 +4.160955e-006 +2.432523e-005 +5.186353e-006 +4.018848e-005 +1.242896e-004 +7.646140e-005 +3.131299e-002 +2.161007e-013 +5.727722e-002 
+1.150740e+002    258.267527  +1.740895e-003 +7.565814e-004 +2.970117e-003 +1.080940e-003 +1.117073e-003 +3.944100e-004 +2.426361e-004 +8.703711e-001 +6.006702e-012 +1.817586e-001 -6.300141e-006 +3.526390e-006 +2.453364e-005 +2.660172e-006 +4.399200e-005 +1.242861e-004 +7.645926e-005 +3.427652e-002 +2.365530e-013 +5.727562e-002 
+1.151243e+002    258.267527  +1.704606e-003 +6.026476e-004 +2.996086e-003 +9.486147e-004 +1.117460e-003 +3.944822e-004 +2.426805e-004 +8.706727e-001 +6.008783e-012 +1.817919e-001 -6.109683e-006 +2.891825e-006 +2.474204e-005 +1.339908e-007 +4.779554e-005 +1.242827e-004 +7.645712e-005 +3.724006e-002 +2.570052e-013 +5.727402e-002 
+1.151747e+002    258.267527  +1.668317e-003 +4.487138e-004 +3.022055e-003 +8.162897e-004 +1.117847e-003 +3.945543e-004 +2.427249e-004 +8.709744e-001 +6.010865e-012 +1.818252e-001 -5.919225e-006 +2.257260e-006 +2.495045e-005 -2.392190e-006 +5.159907e-005 +1.242792e-004 +7.645498e-005 +4.020360e-002 +2.774575e-013 +5.727242e-002 
+1.152250e+002    258.267527  +1.632028e-003 +2.947800e-004 +3.048024e-003 +6.839646e-004 +1.118234e-003 +3.946265e-004 +2.427693e-004 +8.712760e-001 +6.012947e-012 +1.818584e-001 -5.728767e-006 +1.622694e-006 +2.515886e-005 -4.918371e-006 +5.540260e-005 +1.242757e-004 +7.645284e-005 +4.316713e-002 +2.979098e-013 +5.727081e-002 
+1.152755e+002    258.267527  +1.621858e-003 +2.595096e-004 +3.029422e-003 +6.521913e-004 +1.120259e-003 +3.950220e-004 +2.430125e-004 +8.728536e-001 +6.023834e-012 +1.820407e-001 -5.628652e-006 +1.474535e-006 +2.499104e-005 -5.495190e-006 +5.923968e-005 +1.242700e-004 +7.644932e-005 +4.615681e-002 +3.185425e-013 +5.726817e-002 
+1.153261e+002    258.267527  +1.619371e-003 +2.591402e-004 +2.997710e-003 +6.499921e-004 +1.122765e-003 +3.955125e-004 +2.433143e-004 +8.748065e-001 +6.037312e-012 +1.822667e-001 -5.555108e-006 +1.469436e-006 +2.471258e-005 -5.498668e-006 +6.308663e-005 +1.242635e-004 +7.644537e-005 +4.915417e-002 +3.392282e-013 +5.726521e-002 
+1.153766e+002    258.267527  +1.616884e-003 +2.587708e-004 +2.965999e-003 +6.477928e-004 +1.125272e-003 +3.960030e-004 +2.436161e-004 +8.767594e-001 +6.050789e-012 +1.824928e-001 -5.481565e-006 +1.464338e-006 +2.443412e-005 -5.502145e-006 +6.693359e-005 +1.242571e-004 +7.644143e-005 +5.215154e-002 +3.599140e-013 +5.726226e-002 
+1.154271e+002    258.267527  +1.614397e-003 +2.584014e-004 +2.934287e-003 +6.455936e-004 +1.127778e-003 +3.964936e-004 +2.439178e-004 +8.787123e-001 +6.064267e-012 +1.827188e-001 -5.408021e-006 +1.459239e-006 +2.415566e-005 -5.505622e-006 +7.078054e-005 +1.242507e-004 +7.643749e-005 +5.514891e-002 +3.805998e-013 +5.725931e-002 
+1.154777e+002    258.267527  +1.611909e-003 +2.580320e-004 +2.902576e-003 +6.433943e-004 +1.130285e-003 +3.969841e-004 +2.442196e-004 +8.806652e-001 +6.077744e-012 +1.829448e-001 -5.334477e-006 +1.454140e-006 +2.387720e-005 -5.509100e-006 +7.462750e-005 +1.242443e-004 +7.643354e-005 +5.814628e-002 +4.012856e-013 +5.725635e-002 
+1.155282e+002    258.267527  +1.609422e-003 +2.576626e-004 +2.870864e-003 +6.411950e-004 +1.132791e-003 +3.974746e-004 +2.445214e-004 +8.826181e-001 +6.091222e-012 +1.831709e-001 -5.260934e-006 +1.449041e-006 +2.359873e-005 -5.512577e-006 +7.847445e-005 +1.242379e-004 +7.642961e-005 +6.114364e-002 +4.219713e-013 +5.725340e-002 
+1.155788e+002    258.267527  +1.606935e-003 +2.572932e-004 +2.839152e-003 +6.389957e-004 +1.135297e-003 +3.979651e-004 +2.448231e-004 +8.845710e-001 +6.104699e-012 +1.833970e-001 -5.187390e-006 +1.443942e-006 +2.332027e-005 -5.516054e-006 +8.232140e-005 +1.242315e-004 +7.642567e-005 +6.414101e-002 +4.426571e-013 +5.725045e-002 
+1.156293e+002    258.267527  +1.604448e-003 +2.569238e-004 +2.807441e-003 +6.367965e-004 +1.137804e-003 +3.984557e-004 +2.451249e-004 +8.865238e-001 +6.118177e-012 +1.836230e-001 -5.113847e-006 +1.438844e-006 +2.304181e-005 -5.519531e-006 +8.616835e-005 +1.242251e-004 +7.642173e-005 +6.713838e-002 +4.633428e-013 +5.724750e-002 
+1.156798e+002    258.267527  +1.601961e-003 +2.565544e-004 +2.775729e-003 +6.345972e-004 +1.140310e-003 +3.989462e-004 +2.454267e-004 +8.884767e-001 +6.131654e-012 +1.838491e-001 -5.040303e-006 +1.433745e-006 +2.276335e-005 -5.523009e-006 +9.001530e-005 +1.242187e-004 +7.641778e-005 +7.013574e-002 +4.840286e-013 +5.724454e-002 
+1.157302e+002    258.267621  +1.599726e-003 +2.562239e-004 +2.744249e-003 +6.323862e-004 +1.143063e-003 +3.994996e-004 +2.457671e-004 +8.906212e-001 +6.146454e-012 +1.841042e-001 -4.967254e-006 +1.428503e-006 +2.248542e-005 -5.526368e-006 +9.385210e-005 +1.242123e-004 +7.641384e-005 +7.312518e-002 +5.046596e-013 +5.724163e-002 
+1.157805e+002    258.267715  +1.598477e-003 +2.560457e-004 +2.713439e-003 +6.300743e-004 +1.146809e-003 +4.003351e-004 +2.462810e-004 +8.935402e-001 +6.166599e-012 +1.844893e-001 -4.895602e-006 +1.422535e-006 +2.220745e-005 -5.528965e-006 +9.767896e-005 +1.242135e-004 +7.641458e-005 +7.610688e-002 +5.252373e-013 +5.724222e-002 
+1.158308e+002    258.248741  +1.597480e-003 +2.557896e-004 +2.682815e-003 +6.247715e-004 +1.150758e-003 +4.013489e-004 +2.469125e-004 +8.966392e-001 +6.187986e-012 +1.849442e-001 -4.824336e-006 +1.410875e-006 +2.192972e-005 -5.506390e-006 +1.015041e-004 +1.242658e-004 +7.644918e-005 +7.908926e-002 +5.458196e-013 +5.726251e-002 
+1.158811e+002    258.126727  +1.596964e-003 +2.555216e-004 +2.652750e-003 +6.129683e-004 +1.154665e-003 +3.978653e-004 +2.448193e-004 +8.998308e-001 +6.210012e-012 +1.832605e-001 -4.754045e-006 +1.392628e-006 +2.165526e-005 -5.430265e-006 +1.053083e-004 +1.231423e-004 +7.577341e-005 +8.206675e-002 +5.663682e-013 +5.672050e-002 
+1.159314e+002    258.678092  +1.596300e-003 +2.561829e-004 +2.622210e-003 +6.415768e-004 +1.158716e-003 +3.846053e-004 +2.364422e-004 +9.023235e-001 +6.227215e-012 +1.774953e-001 -4.682622e-006 +1.446053e-006 +2.137559e-005 -5.693287e-006 +1.091011e-004 +1.177719e-004 +7.240213e-005 +8.495996e-002 +5.863352e-013 +5.435171e-002 
