 N           node   position  sizeX  sizeY  sizeZ  sizeZdeg  sizeXP  sizeYP sizedE  eKin Nparts 
    96           MEBT:MEBT_Mag:QH10:4:drift  2.24800    2.526  1.612   3.843    25.511    6.455  3.191  0.00603    2.500000      20000 
    97                  MEBT_RF:Bnch03:Rg01  2.24800    2.526  1.612   3.842    25.503    5.181  2.580  0.01684    2.500000      20000 
    98     MEBT:MEBT_RF:Bnch03:Rg01:1:drift  2.26752    2.428  1.578   3.780    25.094    5.181  2.580  0.01684    2.500000      20000 
    99     MEBT:MEBT_RF:Bnch03:Rg01:2:drift  2.28703    2.333  1.546   3.721    24.697    5.074  2.509  0.01638    2.500000      20000 
   100     MEBT:MEBT_RF:Bnch03:Rg01:3:drift  2.30655    2.237  1.516   3.661    24.302    5.074  2.509  0.01638    2.500000      20000 
   101     MEBT:MEBT_RF:Bnch03:Rg01:4:drift  2.32606    2.145  1.489   3.604    23.921    4.956  2.438  0.01589    2.500000      20000 
   102     MEBT:MEBT_RF:Bnch03:Rg01:5:drift  2.34558    2.053  1.463   3.546    23.541    4.956  2.438  0.01589    2.500000      20000 
   103     MEBT:MEBT_RF:Bnch03:Rg01:6:drift  2.36509    1.964  1.441   3.492    23.177    4.826  2.370  0.01535    2.500000      20000 
   104     MEBT:MEBT_RF:Bnch03:Rg01:7:drift  2.38461    1.876  1.420   3.437    22.814    4.826  2.370  0.01535    2.500000      20000 
   105     MEBT:MEBT_RF:Bnch03:Rg01:8:drift  2.40413    1.791  1.403   3.385    22.468    4.683  2.309  0.01476    2.500000      20000 
   106     MEBT:MEBT_RF:Bnch03:Rg01:9:drift  2.42364    1.707  1.388   3.333    22.124    4.683  2.309  0.01476    2.500000      20000 
   107    MEBT:MEBT_RF:Bnch03:Rg01:10:drift  2.44316    1.627  1.377   3.284    21.798    4.528  2.262  0.01414    2.500000      20000 
   108    MEBT:MEBT_RF:Bnch03:Rg01:11:drift  2.46267    1.548  1.368   3.235    21.473    4.528  2.262  0.01414    2.500000      20000 
   109    MEBT:MEBT_RF:Bnch03:Rg01:12:drift  2.48219    1.474  1.363   3.189    21.169    4.362  2.233  0.01347    2.500000      20000 
   110    MEBT:MEBT_RF:Bnch03:Rg01:13:drift  2.50170    1.401  1.360   3.144    20.867    4.362  2.233  0.01347    2.500000      20000 
   111    MEBT:MEBT_RF:Bnch03:Rg01:14:drift  2.52122    1.333  1.362   3.101    20.586    4.188  2.232  0.01277    2.500000      20000 
   112    MEBT:MEBT_RF:Bnch03:Rg01:15:drift  2.54073    1.267  1.366   3.059    20.307    4.188  2.232  0.01277    2.500000      20000 
   113    MEBT:MEBT_RF:Bnch03:Rg01:16:drift  2.56025    1.207  1.375   3.021    20.052    4.011  2.265  0.01205    2.500000      20000 
   114    MEBT:MEBT_RF:Bnch03:Rg01:17:drift  2.57977    1.150  1.385   2.983    19.798    4.011  2.265  0.01205    2.500000      20000 
   115    MEBT:MEBT_RF:Bnch03:Rg01:18:drift  2.59928    1.100  1.402   2.948    19.569    3.841  2.335  0.01131    2.500000      20000 
   116    MEBT:MEBT_RF:Bnch03:Rg01:19:drift  2.61880    1.052  1.419   2.914    19.342    3.841  2.335  0.01131    2.500000      20000 
   117    MEBT:MEBT_RF:Bnch03:Rg01:20:drift  2.63831    1.013  1.443   2.884    19.141    3.691  2.443  0.01059    2.500000      20000 
   118    MEBT:MEBT_RF:Bnch03:Rg01:21:drift  2.65783    0.978  1.468   2.854    18.941    3.691  2.443  0.01059    2.500000      20000 
   119    MEBT:MEBT_RF:Bnch03:Rg01:22:drift  2.67734    0.951  1.498   2.828    18.769    3.575  2.585  0.00990    2.500000      20000 
   120    MEBT:MEBT_RF:Bnch03:Rg01:23:drift  2.69686    0.930  1.530   2.802    18.599    3.575  2.585  0.00990    2.500000      20000 
