 N           node   position  sizeX  sizeY  sizeZ  sizeZdeg  sizeXP  sizeYP sizedE  eKin Nparts  xMax yMax zMax
   153          MEBT:MEBT_Mag:QH07:23:drift  1.85607    3.406  1.781   4.002    26.567    1.016  1.775  0.00580    2.500000       2000     11.804175   5.300641   10.823663 
   154          MEBT:MEBT_Mag:QH07:24:drift  1.86586    3.407  1.786   3.999    26.545    1.023  1.795  0.00570    2.500000       2000     11.772051   5.347851   10.816406 
   155          MEBT:MEBT_Mag:QH07:25:drift  1.87564    3.408  1.792   3.996    26.524    1.023  1.795  0.00570    2.500000       2000     11.739927   5.395061   10.809150 
   156          MEBT:MEBT_Mag:QH07:26:drift  1.88543    3.409  1.798   3.993    26.502    1.023  1.795  0.00570    2.500000       2000     11.707803   5.442271   10.801894 
   157          MEBT:MEBT_Mag:QH07:27:drift  1.89521    3.411  1.805   3.990    26.484    1.031  1.815  0.00563    2.500000       2000     11.676064   5.491205   10.795186 
   158          MEBT:MEBT_Mag:QH07:28:drift  1.90500    3.413  1.812   3.987    26.466    1.031  1.815  0.00563    2.500000       2000     11.644326   5.540139   10.788478 
   159                        MEBT_Mag:QH08  1.97100    3.057  2.077   3.975    26.388    10.822  7.571  0.00549    2.500000       2000     10.178822   6.529838   10.750183 
   160           MEBT:MEBT_Mag:QH08:1:drift  1.97950    2.965  2.140   3.975    26.383    10.822  7.571  0.00549    2.500000       2000      9.835889   6.746363   10.746131 
   161           MEBT:MEBT_Mag:QH08:2:drift  1.98800    2.874  2.203   3.974    26.378    10.822  7.571  0.00549    2.500000       2000      9.492956   6.962888   10.742080 
   162           MEBT:MEBT_Mag:QH08:3:drift  1.99650    2.783  2.267   3.973    26.375    10.773  7.621  0.00547    2.500000       2000      9.150398   7.180354   10.742354 
   163           MEBT:MEBT_Mag:QH08:4:drift  2.00500    2.692  2.331   3.973    26.373    10.773  7.621  0.00547    2.500000       2000      8.807841   7.397820   10.746450 
